id,full_date,year,year_week,year_day,fiscal_year,fiscal_qtr,month,month_name,week_day,day_name,day_is_weekday
2022-11-11,2022-11-11,2022,45,11,2022,4,11,November,5,Friday,1
2022-11-14,2022-11-14,2022,46,14,2022,4,11,November,1,Monday,1
2022-11-15,2022-11-15,2022,46,15,2022,4,11,November,2,Tuesday,1
2014-02-11,2014-02-11,2014,6,11,2014,1,2,February,2,Tuesday,1
2014-03-15,2014-03-15,2014,10,15,2014,1,3,March,6,Saturday,0
2014-03-17,2014-03-17,2014,11,17,2014,1,3,March,1,Monday,1
2014-04-04,2014-04-04,2014,13,4,2014,2,4,April,5,Friday,1
2014-05-06,2014-05-06,2014,18,6,2014,2,5,May,2,Tuesday,1
2014-08-25,2014-08-25,2014,34,25,2014,3,8,August,1,Monday,1
2014-10-22,2014-10-22,2014,42,22,2014,4,10,October,3,Wednesday,1
2014-10-27,2014-10-27,2014,43,27,2014,4,10,October,1,Monday,1
2014-11-09,2014-11-09,2014,45,9,2014,4,11,November,0,Sunday,0
2015-03-03,2015-03-03,2015,9,3,2015,1,3,March,2,Tuesday,1
2015-07-03,2015-07-03,2015,26,3,2015,3,7,July,5,Friday,1
2015-09-06,2015-09-06,2015,36,6,2015,3,9,September,0,Sunday,0
2015-10-09,2015-10-09,2015,40,9,2015,4,10,October,5,Friday,1
2015-10-13,2015-10-13,2015,41,13,2015,4,10,October,2,Tuesday,1
2015-11-29,2015-11-29,2015,48,29,2015,4,11,November,0,Sunday,0
2015-12-14,2015-12-14,2015,50,14,2015,4,12,December,1,Monday,1
2016-01-01,2016-01-01,2016,0,1,2016,1,1,January,5,Friday,1
2016-03-06,2016-03-06,2016,10,6,2016,1,3,March,0,Sunday,0
2016-03-11,2016-03-11,2016,10,11,2016,1,3,March,5,Friday,1
2016-03-17,2016-03-17,2016,11,17,2016,1,3,March,4,Thursday,1
2016-04-07,2016-04-07,2016,14,7,2016,2,4,April,4,Thursday,1
2016-07-18,2016-07-18,2016,29,18,2016,3,7,July,1,Monday,1
2016-08-17,2016-08-17,2016,33,17,2016,3,8,August,3,Wednesday,1
2016-08-26,2016-08-26,2016,34,26,2016,3,8,August,5,Friday,1
2016-09-04,2016-09-04,2016,36,4,2016,3,9,September,0,Sunday,0
2016-09-27,2016-09-27,2016,39,27,2016,3,9,September,2,Tuesday,1
2016-10-19,2016-10-19,2016,42,19,2016,4,10,October,3,Wednesday,1
2017-03-19,2017-03-19,2017,12,19,2017,1,3,March,0,Sunday,0
2017-04-08,2017-04-08,2017,14,8,2017,2,4,April,6,Saturday,0
2017-06-25,2017-06-25,2017,26,25,2017,2,6,June,0,Sunday,0
2017-07-24,2017-07-24,2017,30,24,2017,3,7,July,1,Monday,1
2017-12-31,2017-12-31,2017,53,31,2017,4,12,December,0,Sunday,0
2018-02-16,2018-02-16,2018,6,16,2018,1,2,February,5,Friday,1
2018-03-15,2018-03-15,2018,10,15,2018,1,3,March,4,Thursday,1
2018-03-31,2018-03-31,2018,12,31,2018,1,3,March,6,Saturday,0
2018-05-14,2018-05-14,2018,19,14,2018,2,5,May,1,Monday,1
2018-11-15,2018-11-15,2018,45,15,2018,4,11,November,4,Thursday,1
2019-01-23,2019-01-23,2019,3,23,2019,1,1,January,3,Wednesday,1
2019-03-22,2019-03-22,2019,11,22,2019,1,3,March,5,Friday,1
2019-04-10,2019-04-10,2019,14,10,2019,2,4,April,3,Wednesday,1
2019-04-19,2019-04-19,2019,15,19,2019,2,4,April,5,Friday,1
2019-08-08,2019-08-08,2019,31,8,2019,3,8,August,4,Thursday,1
2019-08-21,2019-08-21,2019,33,21,2019,3,8,August,3,Wednesday,1
2020-02-17,2020-02-17,2020,7,17,2020,1,2,February,1,Monday,1
2020-04-18,2020-04-18,2020,15,18,2020,2,4,April,6,Saturday,0
2020-04-29,2020-04-29,2020,17,29,2020,2,4,April,3,Wednesday,1
2020-06-21,2020-06-21,2020,25,21,2020,2,6,June,0,Sunday,0
2020-08-01,2020-08-01,2020,30,1,2020,3,8,August,6,Saturday,0
2020-08-12,2020-08-12,2020,32,12,2020,3,8,August,3,Wednesday,1
2020-11-14,2020-11-14,2020,45,14,2020,4,11,November,6,Saturday,0
2020-12-20,2020-12-20,2020,51,20,2020,4,12,December,0,Sunday,0
2021-02-01,2021-02-01,2021,5,1,2021,1,2,February,1,Monday,1
2021-03-15,2021-03-15,2021,11,15,2021,1,3,March,1,Monday,1
2021-03-18,2021-03-18,2021,11,18,2021,1,3,March,4,Thursday,1
2021-06-21,2021-06-21,2021,25,21,2021,2,6,June,1,Monday,1
2021-08-06,2021-08-06,2021,31,6,2021,3,8,August,5,Friday,1
2021-08-19,2021-08-19,2021,33,19,2021,3,8,August,4,Thursday,1
2021-12-15,2021-12-15,2021,50,15,2021,4,12,December,3,Wednesday,1
2021-12-17,2021-12-17,2021,50,17,2021,4,12,December,5,Friday,1
2021-12-18,2021-12-18,2021,50,18,2021,4,12,December,6,Saturday,0
2022-02-18,2022-02-18,2022,7,18,2022,1,2,February,5,Friday,1
2022-05-16,2022-05-16,2022,20,16,2022,2,5,May,1,Monday,1
2022-05-20,2022-05-20,2022,20,20,2022,2,5,May,5,Friday,1
2022-05-31,2022-05-31,2022,22,31,2022,2,5,May,2,Tuesday,1
2022-08-16,2022-08-16,2022,33,16,2022,3,8,August,2,Tuesday,1
2022-11-05,2022-11-05,2022,44,5,2022,4,11,November,6,Saturday,0
2014-03-23,2014-03-23,2014,12,23,2014,1,3,March,0,Sunday,0
2014-05-29,2014-05-29,2014,21,29,2014,2,5,May,4,Thursday,1
2014-07-08,2014-07-08,2014,27,8,2014,3,7,July,2,Tuesday,1
2014-07-21,2014-07-21,2014,29,21,2014,3,7,July,1,Monday,1
2014-09-12,2014-09-12,2014,36,12,2014,3,9,September,5,Friday,1
2014-11-11,2014-11-11,2014,45,11,2014,4,11,November,2,Tuesday,1
2015-01-06,2015-01-06,2015,1,6,2015,1,1,January,2,Tuesday,1
2015-03-24,2015-03-24,2015,12,24,2015,1,3,March,2,Tuesday,1
2015-05-31,2015-05-31,2015,22,31,2015,2,5,May,0,Sunday,0
2015-12-16,2015-12-16,2015,50,16,2015,4,12,December,3,Wednesday,1
2016-02-03,2016-02-03,2016,5,3,2016,1,2,February,3,Wednesday,1
2016-04-14,2016-04-14,2016,15,14,2016,2,4,April,4,Thursday,1
2016-04-25,2016-04-25,2016,17,25,2016,2,4,April,1,Monday,1
2016-06-18,2016-06-18,2016,24,18,2016,2,6,June,6,Saturday,0
2016-10-28,2016-10-28,2016,43,28,2016,4,10,October,5,Friday,1
2016-11-22,2016-11-22,2016,47,22,2016,4,11,November,2,Tuesday,1
2016-11-23,2016-11-23,2016,47,23,2016,4,11,November,3,Wednesday,1
2017-01-05,2017-01-05,2017,1,5,2017,1,1,January,4,Thursday,1
2017-01-14,2017-01-14,2017,2,14,2017,1,1,January,6,Saturday,0
2017-01-17,2017-01-17,2017,3,17,2017,1,1,January,2,Tuesday,1
2017-05-24,2017-05-24,2017,21,24,2017,2,5,May,3,Wednesday,1
2017-06-27,2017-06-27,2017,26,27,2017,2,6,June,2,Tuesday,1
2017-11-25,2017-11-25,2017,47,25,2017,4,11,November,6,Saturday,0
2017-12-18,2017-12-18,2017,51,18,2017,4,12,December,1,Monday,1
2017-12-30,2017-12-30,2017,52,30,2017,4,12,December,6,Saturday,0
2018-01-06,2018-01-06,2018,0,6,2018,1,1,January,6,Saturday,0
2018-02-28,2018-02-28,2018,8,28,2018,1,2,February,3,Wednesday,1
2018-06-03,2018-06-03,2018,22,3,2018,2,6,June,0,Sunday,0
2018-06-16,2018-06-16,2018,23,16,2018,2,6,June,6,Saturday,0
2018-06-20,2018-06-20,2018,24,20,2018,2,6,June,3,Wednesday,1
2018-11-27,2018-11-27,2018,47,27,2018,4,11,November,2,Tuesday,1
2018-12-01,2018-12-01,2018,47,1,2018,4,12,December,6,Saturday,0
2018-12-02,2018-12-02,2018,48,2,2018,4,12,December,0,Sunday,0
2019-04-02,2019-04-02,2019,13,2,2019,2,4,April,2,Tuesday,1
2019-04-08,2019-04-08,2019,14,8,2019,2,4,April,1,Monday,1
2019-04-09,2019-04-09,2019,14,9,2019,2,4,April,2,Tuesday,1
2019-04-14,2019-04-14,2019,15,14,2019,2,4,April,0,Sunday,0
2019-04-22,2019-04-22,2019,16,22,2019,2,4,April,1,Monday,1
2019-06-01,2019-06-01,2019,21,1,2019,2,6,June,6,Saturday,0
2019-06-06,2019-06-06,2019,22,6,2019,2,6,June,4,Thursday,1
2019-06-28,2019-06-28,2019,25,28,2019,2,6,June,5,Friday,1
2019-07-02,2019-07-02,2019,26,2,2019,3,7,July,2,Tuesday,1
2019-07-24,2019-07-24,2019,29,24,2019,3,7,July,3,Wednesday,1
2019-09-16,2019-09-16,2019,37,16,2019,3,9,September,1,Monday,1
2019-10-19,2019-10-19,2019,41,19,2019,4,10,October,6,Saturday,0
2019-11-17,2019-11-17,2019,46,17,2019,4,11,November,0,Sunday,0
2019-12-12,2019-12-12,2019,49,12,2019,4,12,December,4,Thursday,1
2020-04-27,2020-04-27,2020,17,27,2020,2,4,April,1,Monday,1
2020-05-22,2020-05-22,2020,20,22,2020,2,5,May,5,Friday,1
2020-06-24,2020-06-24,2020,25,24,2020,2,6,June,3,Wednesday,1
2020-07-07,2020-07-07,2020,27,7,2020,3,7,July,2,Tuesday,1
2020-10-12,2020-10-12,2020,41,12,2020,4,10,October,1,Monday,1
2020-10-22,2020-10-22,2020,42,22,2020,4,10,October,4,Thursday,1
2020-11-01,2020-11-01,2020,44,1,2020,4,11,November,0,Sunday,0
2020-12-12,2020-12-12,2020,49,12,2020,4,12,December,6,Saturday,0
2021-01-25,2021-01-25,2021,4,25,2021,1,1,January,1,Monday,1
2021-07-27,2021-07-27,2021,30,27,2021,3,7,July,2,Tuesday,1
2021-08-10,2021-08-10,2021,32,10,2021,3,8,August,2,Tuesday,1
2021-08-16,2021-08-16,2021,33,16,2021,3,8,August,1,Monday,1
2022-01-07,2022-01-07,2022,1,7,2022,1,1,January,5,Friday,1
2022-01-28,2022-01-28,2022,4,28,2022,1,1,January,5,Friday,1
2022-02-09,2022-02-09,2022,6,9,2022,1,2,February,3,Wednesday,1
2022-06-13,2022-06-13,2022,24,13,2022,2,6,June,1,Monday,1
2022-06-19,2022-06-19,2022,25,19,2022,2,6,June,0,Sunday,0
2022-10-10,2022-10-10,2022,41,10,2022,4,10,October,1,Monday,1
2022-10-24,2022-10-24,2022,43,24,2022,4,10,October,1,Monday,1
2022-11-02,2022-11-02,2022,44,2,2022,4,11,November,3,Wednesday,1
2014-01-26,2014-01-26,2014,4,26,2014,1,1,January,0,Sunday,0
2014-01-31,2014-01-31,2014,4,31,2014,1,1,January,5,Friday,1
2014-02-13,2014-02-13,2014,6,13,2014,1,2,February,4,Thursday,1
2014-02-25,2014-02-25,2014,8,25,2014,1,2,February,2,Tuesday,1
2014-09-27,2014-09-27,2014,38,27,2014,3,9,September,6,Saturday,0
2014-12-09,2014-12-09,2014,49,9,2014,4,12,December,2,Tuesday,1
2014-12-14,2014-12-14,2014,50,14,2014,4,12,December,0,Sunday,0
2015-01-01,2015-01-01,2015,0,1,2015,1,1,January,4,Thursday,1
2015-02-18,2015-02-18,2015,7,18,2015,1,2,February,3,Wednesday,1
2015-03-15,2015-03-15,2015,11,15,2015,1,3,March,0,Sunday,0
2015-03-27,2015-03-27,2015,12,27,2015,1,3,March,5,Friday,1
2015-04-12,2015-04-12,2015,15,12,2015,2,4,April,0,Sunday,0
2015-07-22,2015-07-22,2015,29,22,2015,3,7,July,3,Wednesday,1
2015-07-24,2015-07-24,2015,29,24,2015,3,7,July,5,Friday,1
2015-07-26,2015-07-26,2015,30,26,2015,3,7,July,0,Sunday,0
2015-08-15,2015-08-15,2015,32,15,2015,3,8,August,6,Saturday,0
2015-10-18,2015-10-18,2015,42,18,2015,4,10,October,0,Sunday,0
2015-10-30,2015-10-30,2015,43,30,2015,4,10,October,5,Friday,1
2015-12-18,2015-12-18,2015,50,18,2015,4,12,December,5,Friday,1
2016-01-02,2016-01-02,2016,0,2,2016,1,1,January,6,Saturday,0
2016-02-17,2016-02-17,2016,7,17,2016,1,2,February,3,Wednesday,1
2016-04-05,2016-04-05,2016,14,5,2016,2,4,April,2,Tuesday,1
2016-04-17,2016-04-17,2016,16,17,2016,2,4,April,0,Sunday,0
2016-04-22,2016-04-22,2016,16,22,2016,2,4,April,5,Friday,1
2016-06-03,2016-06-03,2016,22,3,2016,2,6,June,5,Friday,1
2016-08-27,2016-08-27,2016,34,27,2016,3,8,August,6,Saturday,0
2016-09-20,2016-09-20,2016,38,20,2016,3,9,September,2,Tuesday,1
2016-10-09,2016-10-09,2016,41,9,2016,4,10,October,0,Sunday,0
2016-10-29,2016-10-29,2016,43,29,2016,4,10,October,6,Saturday,0
2017-01-23,2017-01-23,2017,4,23,2017,1,1,January,1,Monday,1
2017-01-24,2017-01-24,2017,4,24,2017,1,1,January,2,Tuesday,1
2017-04-09,2017-04-09,2017,15,9,2017,2,4,April,0,Sunday,0
2017-06-04,2017-06-04,2017,23,4,2017,2,6,June,0,Sunday,0
2017-07-13,2017-07-13,2017,28,13,2017,3,7,July,4,Thursday,1
2017-08-20,2017-08-20,2017,34,20,2017,3,8,August,0,Sunday,0
2017-09-02,2017-09-02,2017,35,2,2017,3,9,September,6,Saturday,0
2017-11-27,2017-11-27,2017,48,27,2017,4,11,November,1,Monday,1
2018-03-23,2018-03-23,2018,11,23,2018,1,3,March,5,Friday,1
2018-09-15,2018-09-15,2018,36,15,2018,3,9,September,6,Saturday,0
2018-10-15,2018-10-15,2018,41,15,2018,4,10,October,1,Monday,1
2018-10-29,2018-10-29,2018,43,29,2018,4,10,October,1,Monday,1
2019-02-26,2019-02-26,2019,8,26,2019,1,2,February,2,Tuesday,1
2019-04-11,2019-04-11,2019,14,11,2019,2,4,April,4,Thursday,1
2019-06-08,2019-06-08,2019,22,8,2019,2,6,June,6,Saturday,0
2019-10-12,2019-10-12,2019,40,12,2019,4,10,October,6,Saturday,0
2019-11-24,2019-11-24,2019,47,24,2019,4,11,November,0,Sunday,0
2019-12-14,2019-12-14,2019,49,14,2019,4,12,December,6,Saturday,0
2020-02-19,2020-02-19,2020,7,19,2020,1,2,February,3,Wednesday,1
2020-04-30,2020-04-30,2020,17,30,2020,2,4,April,4,Thursday,1
2020-07-06,2020-07-06,2020,27,6,2020,3,7,July,1,Monday,1
2020-08-27,2020-08-27,2020,34,27,2020,3,8,August,4,Thursday,1
2020-09-05,2020-09-05,2020,35,5,2020,3,9,September,6,Saturday,0
2021-03-08,2021-03-08,2021,10,8,2021,1,3,March,1,Monday,1
2021-03-27,2021-03-27,2021,12,27,2021,1,3,March,6,Saturday,0
2021-04-01,2021-04-01,2021,13,1,2021,2,4,April,4,Thursday,1
2021-04-02,2021-04-02,2021,13,2,2021,2,4,April,5,Friday,1
2021-07-08,2021-07-08,2021,27,8,2021,3,7,July,4,Thursday,1
2021-07-18,2021-07-18,2021,29,18,2021,3,7,July,0,Sunday,0
2021-08-07,2021-08-07,2021,31,7,2021,3,8,August,6,Saturday,0
2021-08-12,2021-08-12,2021,32,12,2021,3,8,August,4,Thursday,1
2021-09-18,2021-09-18,2021,37,18,2021,3,9,September,6,Saturday,0
2021-10-16,2021-10-16,2021,41,16,2021,4,10,October,6,Saturday,0
2021-10-20,2021-10-20,2021,42,20,2021,4,10,October,3,Wednesday,1
2022-01-05,2022-01-05,2022,1,5,2022,1,1,January,3,Wednesday,1
2022-01-06,2022-01-06,2022,1,6,2022,1,1,January,4,Thursday,1
2022-01-24,2022-01-24,2022,4,24,2022,1,1,January,1,Monday,1
2022-01-31,2022-01-31,2022,5,31,2022,1,1,January,1,Monday,1
2022-05-19,2022-05-19,2022,20,19,2022,2,5,May,4,Thursday,1
2022-09-12,2022-09-12,2022,37,12,2022,3,9,September,1,Monday,1
2014-04-15,2014-04-15,2014,15,15,2014,2,4,April,2,Tuesday,1
2014-07-01,2014-07-01,2014,26,1,2014,3,7,July,2,Tuesday,1
2014-08-10,2014-08-10,2014,32,10,2014,3,8,August,0,Sunday,0
2014-08-27,2014-08-27,2014,34,27,2014,3,8,August,3,Wednesday,1
2014-09-29,2014-09-29,2014,39,29,2014,3,9,September,1,Monday,1
2014-12-21,2014-12-21,2014,51,21,2014,4,12,December,0,Sunday,0
2015-05-07,2015-05-07,2015,18,7,2015,2,5,May,4,Thursday,1
2015-05-18,2015-05-18,2015,20,18,2015,2,5,May,1,Monday,1
2015-07-09,2015-07-09,2015,27,9,2015,3,7,July,4,Thursday,1
2015-08-12,2015-08-12,2015,32,12,2015,3,8,August,3,Wednesday,1
2015-10-07,2015-10-07,2015,40,7,2015,4,10,October,3,Wednesday,1
2015-12-04,2015-12-04,2015,48,4,2015,4,12,December,5,Friday,1
2016-01-27,2016-01-27,2016,4,27,2016,1,1,January,3,Wednesday,1
2016-03-12,2016-03-12,2016,10,12,2016,1,3,March,6,Saturday,0
2016-07-21,2016-07-21,2016,29,21,2016,3,7,July,4,Thursday,1
2016-09-03,2016-09-03,2016,35,3,2016,3,9,September,6,Saturday,0
2016-10-16,2016-10-16,2016,42,16,2016,4,10,October,0,Sunday,0
2016-10-26,2016-10-26,2016,43,26,2016,4,10,October,3,Wednesday,1
2016-11-25,2016-11-25,2016,47,25,2016,4,11,November,5,Friday,1
2016-12-12,2016-12-12,2016,50,12,2016,4,12,December,1,Monday,1
2016-12-20,2016-12-20,2016,51,20,2016,4,12,December,2,Tuesday,1
2017-02-06,2017-02-06,2017,6,6,2017,1,2,February,1,Monday,1
2017-04-21,2017-04-21,2017,16,21,2017,2,4,April,5,Friday,1
2017-05-15,2017-05-15,2017,20,15,2017,2,5,May,1,Monday,1
2017-05-27,2017-05-27,2017,21,27,2017,2,5,May,6,Saturday,0
2017-07-29,2017-07-29,2017,30,29,2017,3,7,July,6,Saturday,0
2017-10-21,2017-10-21,2017,42,21,2017,4,10,October,6,Saturday,0
2017-11-14,2017-11-14,2017,46,14,2017,4,11,November,2,Tuesday,1
2017-11-20,2017-11-20,2017,47,20,2017,4,11,November,1,Monday,1
2018-03-27,2018-03-27,2018,12,27,2018,1,3,March,2,Tuesday,1
2018-04-05,2018-04-05,2018,13,5,2018,2,4,April,4,Thursday,1
2018-04-18,2018-04-18,2018,15,18,2018,2,4,April,3,Wednesday,1
2018-06-08,2018-06-08,2018,22,8,2018,2,6,June,5,Friday,1
2018-09-30,2018-09-30,2018,39,30,2018,3,9,September,0,Sunday,0
2018-12-07,2018-12-07,2018,48,7,2018,4,12,December,5,Friday,1
2019-01-09,2019-01-09,2019,1,9,2019,1,1,January,3,Wednesday,1
2019-01-29,2019-01-29,2019,4,29,2019,1,1,January,2,Tuesday,1
2019-04-03,2019-04-03,2019,13,3,2019,2,4,April,3,Wednesday,1
2019-04-16,2019-04-16,2019,15,16,2019,2,4,April,2,Tuesday,1
2019-05-14,2019-05-14,2019,19,14,2019,2,5,May,2,Tuesday,1
2019-08-17,2019-08-17,2019,32,17,2019,3,8,August,6,Saturday,0
2019-09-20,2019-09-20,2019,37,20,2019,3,9,September,5,Friday,1
2019-11-13,2019-11-13,2019,45,13,2019,4,11,November,3,Wednesday,1
2020-07-26,2020-07-26,2020,30,26,2020,3,7,July,0,Sunday,0
2020-09-07,2020-09-07,2020,36,7,2020,3,9,September,1,Monday,1
2020-09-18,2020-09-18,2020,37,18,2020,3,9,September,5,Friday,1
2020-11-24,2020-11-24,2020,47,24,2020,4,11,November,2,Tuesday,1
2020-12-14,2020-12-14,2020,50,14,2020,4,12,December,1,Monday,1
2021-06-04,2021-06-04,2021,22,4,2021,2,6,June,5,Friday,1
2021-08-11,2021-08-11,2021,32,11,2021,3,8,August,3,Wednesday,1
2021-09-30,2021-09-30,2021,39,30,2021,3,9,September,4,Thursday,1
2021-10-28,2021-10-28,2021,43,28,2021,4,10,October,4,Thursday,1
2021-12-29,2021-12-29,2021,52,29,2021,4,12,December,3,Wednesday,1
2022-01-26,2022-01-26,2022,4,26,2022,1,1,January,3,Wednesday,1
2022-03-27,2022-03-27,2022,13,27,2022,1,3,March,0,Sunday,0
2022-08-12,2022-08-12,2022,32,12,2022,3,8,August,5,Friday,1
2022-08-13,2022-08-13,2022,32,13,2022,3,8,August,6,Saturday,0
2022-09-10,2022-09-10,2022,36,10,2022,3,9,September,6,Saturday,0
2022-12-24,2022-12-24,2022,51,24,2022,4,12,December,6,Saturday,0
2014-02-18,2014-02-18,2014,7,18,2014,1,2,February,2,Tuesday,1
2014-04-25,2014-04-25,2014,16,25,2014,2,4,April,5,Friday,1
2014-07-03,2014-07-03,2014,26,3,2014,3,7,July,4,Thursday,1
2014-07-04,2014-07-04,2014,26,4,2014,3,7,July,5,Friday,1
2014-07-07,2014-07-07,2014,27,7,2014,3,7,July,1,Monday,1
2014-08-14,2014-08-14,2014,32,14,2014,3,8,August,4,Thursday,1
2014-10-05,2014-10-05,2014,40,5,2014,4,10,October,0,Sunday,0
2014-10-19,2014-10-19,2014,42,19,2014,4,10,October,0,Sunday,0
2014-10-26,2014-10-26,2014,43,26,2014,4,10,October,0,Sunday,0
2014-10-29,2014-10-29,2014,43,29,2014,4,10,October,3,Wednesday,1
2015-01-09,2015-01-09,2015,1,9,2015,1,1,January,5,Friday,1
2015-02-03,2015-02-03,2015,5,3,2015,1,2,February,2,Tuesday,1
2015-03-22,2015-03-22,2015,12,22,2015,1,3,March,0,Sunday,0
2015-06-22,2015-06-22,2015,25,22,2015,2,6,June,1,Monday,1
2015-06-27,2015-06-27,2015,25,27,2015,2,6,June,6,Saturday,0
2015-07-27,2015-07-27,2015,30,27,2015,3,7,July,1,Monday,1
2015-08-14,2015-08-14,2015,32,14,2015,3,8,August,5,Friday,1
2015-08-28,2015-08-28,2015,34,28,2015,3,8,August,5,Friday,1
2016-01-18,2016-01-18,2016,3,18,2016,1,1,January,1,Monday,1
2016-03-07,2016-03-07,2016,10,7,2016,1,3,March,1,Monday,1
2016-04-20,2016-04-20,2016,16,20,2016,2,4,April,3,Wednesday,1
2016-04-24,2016-04-24,2016,17,24,2016,2,4,April,0,Sunday,0
2016-07-16,2016-07-16,2016,28,16,2016,3,7,July,6,Saturday,0
2016-08-03,2016-08-03,2016,31,3,2016,3,8,August,3,Wednesday,1
2016-11-27,2016-11-27,2016,48,27,2016,4,11,November,0,Sunday,0
2016-12-25,2016-12-25,2016,52,25,2016,4,12,December,0,Sunday,0
2017-03-21,2017-03-21,2017,12,21,2017,1,3,March,2,Tuesday,1
2017-06-01,2017-06-01,2017,22,1,2017,2,6,June,4,Thursday,1
2017-08-06,2017-08-06,2017,32,6,2017,3,8,August,0,Sunday,0
2017-11-06,2017-11-06,2017,45,6,2017,4,11,November,1,Monday,1
2017-12-07,2017-12-07,2017,49,7,2017,4,12,December,4,Thursday,1
2018-03-16,2018-03-16,2018,10,16,2018,1,3,March,5,Friday,1
2018-03-24,2018-03-24,2018,11,24,2018,1,3,March,6,Saturday,0
2018-04-11,2018-04-11,2018,14,11,2018,2,4,April,3,Wednesday,1
2018-06-18,2018-06-18,2018,24,18,2018,2,6,June,1,Monday,1
2018-08-14,2018-08-14,2018,32,14,2018,3,8,August,2,Tuesday,1
2018-10-07,2018-10-07,2018,40,7,2018,4,10,October,0,Sunday,0
2018-12-14,2018-12-14,2018,49,14,2018,4,12,December,5,Friday,1
2019-02-18,2019-02-18,2019,7,18,2019,1,2,February,1,Monday,1
2019-04-25,2019-04-25,2019,16,25,2019,2,4,April,4,Thursday,1
2019-06-04,2019-06-04,2019,22,4,2019,2,6,June,2,Tuesday,1
2019-08-15,2019-08-15,2019,32,15,2019,3,8,August,4,Thursday,1
2019-09-03,2019-09-03,2019,35,3,2019,3,9,September,2,Tuesday,1
2019-11-30,2019-11-30,2019,47,30,2019,4,11,November,6,Saturday,0
2020-01-10,2020-01-10,2020,1,10,2020,1,1,January,5,Friday,1
2020-05-20,2020-05-20,2020,20,20,2020,2,5,May,3,Wednesday,1
2020-06-28,2020-06-28,2020,26,28,2020,2,6,June,0,Sunday,0
2020-09-03,2020-09-03,2020,35,3,2020,3,9,September,4,Thursday,1
2020-10-01,2020-10-01,2020,39,1,2020,4,10,October,4,Thursday,1
2020-10-24,2020-10-24,2020,42,24,2020,4,10,October,6,Saturday,0
2021-01-17,2021-01-17,2021,3,17,2021,1,1,January,0,Sunday,0
2021-01-23,2021-01-23,2021,3,23,2021,1,1,January,6,Saturday,0
2021-06-28,2021-06-28,2021,26,28,2021,2,6,June,1,Monday,1
2021-07-24,2021-07-24,2021,29,24,2021,3,7,July,6,Saturday,0
2021-12-28,2021-12-28,2021,52,28,2021,4,12,December,2,Tuesday,1
2022-03-21,2022-03-21,2022,12,21,2022,1,3,March,1,Monday,1
2022-04-30,2022-04-30,2022,17,30,2022,2,4,April,6,Saturday,0
2022-05-03,2022-05-03,2022,18,3,2022,2,5,May,2,Tuesday,1
2022-05-06,2022-05-06,2022,18,6,2022,2,5,May,5,Friday,1
2022-05-29,2022-05-29,2022,22,29,2022,2,5,May,0,Sunday,0
2022-06-29,2022-06-29,2022,26,29,2022,2,6,June,3,Wednesday,1
2022-08-04,2022-08-04,2022,31,4,2022,3,8,August,4,Thursday,1
2022-12-08,2022-12-08,2022,49,8,2022,4,12,December,4,Thursday,1
2014-02-03,2014-02-03,2014,5,3,2014,1,2,February,1,Monday,1
2014-06-21,2014-06-21,2014,24,21,2014,2,6,June,6,Saturday,0
2014-08-08,2014-08-08,2014,31,8,2014,3,8,August,5,Friday,1
2014-10-24,2014-10-24,2014,42,24,2014,4,10,October,5,Friday,1
2015-02-07,2015-02-07,2015,5,7,2015,1,2,February,6,Saturday,0
2015-05-06,2015-05-06,2015,18,6,2015,2,5,May,3,Wednesday,1
2015-06-11,2015-06-11,2015,23,11,2015,2,6,June,4,Thursday,1
2015-06-19,2015-06-19,2015,24,19,2015,2,6,June,5,Friday,1
2015-10-22,2015-10-22,2015,42,22,2015,4,10,October,4,Thursday,1
2015-11-09,2015-11-09,2015,45,9,2015,4,11,November,1,Monday,1
2015-11-22,2015-11-22,2015,47,22,2015,4,11,November,0,Sunday,0
2016-01-20,2016-01-20,2016,3,20,2016,1,1,January,3,Wednesday,1
2016-02-10,2016-02-10,2016,6,10,2016,1,2,February,3,Wednesday,1
2016-02-11,2016-02-11,2016,6,11,2016,1,2,February,4,Thursday,1
2016-05-06,2016-05-06,2016,18,6,2016,2,5,May,5,Friday,1
2016-05-23,2016-05-23,2016,21,23,2016,2,5,May,1,Monday,1
2016-09-14,2016-09-14,2016,37,14,2016,3,9,September,3,Wednesday,1
2017-03-02,2017-03-02,2017,9,2,2017,1,3,March,4,Thursday,1
2017-03-07,2017-03-07,2017,10,7,2017,1,3,March,2,Tuesday,1
2017-06-11,2017-06-11,2017,24,11,2017,2,6,June,0,Sunday,0
2017-06-22,2017-06-22,2017,25,22,2017,2,6,June,4,Thursday,1
2017-10-15,2017-10-15,2017,42,15,2017,4,10,October,0,Sunday,0
2017-10-29,2017-10-29,2017,44,29,2017,4,10,October,0,Sunday,0
2017-10-31,2017-10-31,2017,44,31,2017,4,10,October,2,Tuesday,1
2018-01-11,2018-01-11,2018,1,11,2018,1,1,January,4,Thursday,1
2018-01-15,2018-01-15,2018,2,15,2018,1,1,January,1,Monday,1
2018-01-16,2018-01-16,2018,2,16,2018,1,1,January,2,Tuesday,1
2018-04-28,2018-04-28,2018,16,28,2018,2,4,April,6,Saturday,0
2018-05-24,2018-05-24,2018,20,24,2018,2,5,May,4,Thursday,1
2018-07-18,2018-07-18,2018,28,18,2018,3,7,July,3,Wednesday,1
